"","Date","Market","Volume"
"1",2018-02-20,0.476420576840293,0.154501562056234
"2",2018-02-19,0.449322825259115,0.109354464346923
"3",2018-02-18,0.486027683035862,0.118442791526702
"4",2018-02-17,0.456562303387529,0.142134875476207
"5",2018-02-16,0.458671644756449,0.122838094585198
"6",2018-02-15,0.443715851518262,0.143011389789343
"7",2018-02-14,0.387353885890261,0.170151504764516
"8",2018-02-13,0.405862776913143,0.0897169936048732
"9",2018-02-12,0.380137587337329,0.0938288985300023
"10",2018-02-11,0.413044306102851,0.0992951160034865
"11",2018-02-10,0.416843272956058,0.142491112438668
"12",2018-02-09,0.395453491837478,0.11456042072687
"13",2018-02-08,0.339415212424252,0.111053751383326
"14",2018-02-07,0.341796913805093,0.0976451635017481
"15",2018-02-06,0.295781317262161,0.139766083303137
"16",2018-02-05,0.355052319613232,0.0955050485265745
"17",2018-02-04,0.414651147388986,0.0987995671292442
"18",2018-02-03,0.383409218848306,0.102542013926294
"19",2018-02-02,0.400909798337693,0.175379986093292
"20",2018-02-01,0.454221994105765,0.133749228765339
"21",2018-01-31,0.441203351104341,0.119550064147137
"22",2018-01-30,0.498778105235273,0.137621316436357
"23",2018-01-29,0.527303884234577,0.140474884682055
"24",2018-01-28,0.504580449683764,0.150511952913063
"25",2018-01-27,0.508235372032186,0.141537474659433
"26",2018-01-26,0.515274512401073,0.123051102253474
"27",2018-01-25,0.511807510182456,0.140019488977465
"28",2018-01-24,0.491138779429782,0.143104427621463
"29",2018-01-23,0.494922017285341,0.13498442840494
"30",2018-01-22,0.535359614556773,0.123215142641687
"31",2018-01-21,0.601629193019636,0.134384579224162
"32",2018-01-20,0.55282211331501,0.198777776689616
"33",2018-01-19,0.539887910195702,0.155271572535232
"34",2018-01-18,0.518193483227921,0.211451732952041
"35",2018-01-17,0.491042749759926,0.241747789127305
"36",2018-01-16,0.60698698632405,0.334767258517858
"37",2018-01-15,0.651401536474718,0.219430951238383
"38",2018-01-14,0.710528494321004,0.206737408063932
"39",2018-01-13,0.682419119838405,0.213481426710672
"40",2018-01-12,0.655199675485943,0.17437493266999
"41",2018-01-11,0.713209046657174,0.216179523842169
"42",2018-01-10,0.721076029007583,0.283941670175988
"43",2018-01-09,0.701682174906454,0.270016599907942
"44",2018-01-08,0.829183085532634,0.263491709839485
"45",2018-01-07,0.818032881883506,0.282266989197818
"46",2018-01-06,0.747219278784066,0.263270132897198
"47",2018-01-05,0.788699129110235,0.29074812210481
"48",2018-01-04,0.757564820027153,0.348702122241918
"49",2018-01-03,0.78004569687738,0.215263835704982
"50",2018-01-02,0.680355309778469,0.314749434427915
"51",2018-01-01,0.679491870591741,0.169631227413842
"52",2017-12-31,0.646399715222358,0.189368713825422
"53",2017-12-30,0.739337395277989,0.226270456081247
"54",2017-12-29,0.750998377429716,0.238932170523656
"55",2017-12-28,0.765382131858671,0.232956938173912
"56",2017-12-27,0.790578330408292,0.258717400033298
"57",2017-12-26,0.755471207655883,0.283991861638053
"58",2017-12-25,0.766099870856651,0.238867288877572
"59",2017-12-24,0.827791483161694,0.282349009391924
"60",2017-12-23,0.770990761283486,0.400465433997003
"61",2017-12-22,0.927149905626014,0.625052639826068
"62",2017-12-21,1,0.583812396556621
"63",2017-12-20,0.761520249014868,1
"64",2017-12-19,0.748550448690354,0.370766778638514
"65",2017-12-18,0.713118811881188,0.34110362455807
"66",2017-12-17,0.651508328090334,0.563850884838751
"67",2017-12-16,0.578607735355475,0.239680145726625
"68",2017-12-15,0.605480313917679,0.234463906217865
"69",2017-12-14,0.567400410609623,0.317434065557395
"70",2017-12-13,0.593433557402563,0.328602277957869
"71",2017-12-12,0.491269578462863,0.453607174685875
"72",2017-12-11,0.441503857743634,0.225409856134131
"73",2017-12-10,0.463627106857843,0.232818605607733
"74",2017-12-09,0.466331666611477,0.259205848651931
"75",2017-12-08,0.448942017947614,0.352920653419385
"76",2017-12-07,0.448380741084142,0.305194693905532
"77",2017-12-06,0.484144342527898,0.304910683681164
"78",2017-12-05,0.495990761283486,0.246186673065058
"79",2017-12-04,0.493216662803404,0.1864196593836
"80",2017-12-03,0.497993311036789,0.235590153659325
"81",2017-12-02,0.510090565912779,0.230326171052503
"82",2017-12-01,0.503290671876552,0.35016991646182
"83",2017-11-30,0.435213914368025,0.61071012349548
"84",2017-11-29,0.400055465412762,0.509111586637809
"85",2017-11-28,0.403900791416934,0.183376342927656
"86",2017-11-27,0.396585151826219,0.165095633097964
"87",2017-11-26,0.409446504851154,0.178118481230842
"88",2017-11-25,0.361800059604623,0.297239959259223
"89",2017-11-24,0.360038411867943,0.15804801731483
"90",2017-11-23,0.368181065598199,0.212637965311579
"91",2017-11-22,0.315488923474287,0.467586108961992
"92",2017-11-21,0.31889963243816,0.300124132054961
"93",2017-11-20,0.281717109838074,0.128173079748112
"94",2017-11-19,0.290141229842048,0.101551528268811
"95",2017-11-18,0.270313586542601,0.177818556640453
"96",2017-11-17,0.267849100963608,0.116418851423479
"97",2017-11-16,0.270274677969469,0.119138983831004
"98",2017-11-15,0.272480049008245,0.126282942737663
"99",2017-11-14,0.272556210470545,0.151619837624499
"100",2017-11-13,0.322578562204047,0.380581045745233
"101",2017-11-12,0.219861584820689,0.582953020791507
"102",2017-11-11,0.210741249710255,0.108524958622648
"103",2017-11-10,0.206770919566873,0.142436024248597
"104",2017-11-09,0.200495877346932,0.135688333055852
"105",2017-11-08,0.186185800854333,0.126771391356296
"106",2017-11-07,0.174601808006888,0.113152611425046
"107",2017-11-06,0.173666346567767,0.0735166586686776
